step,loss,ema_loss,lr,ppl,grad_norm
100,10.524219512939453,10.604068245056796,3.2000000000000003e-06,37205.784033247524,1.5461012596471262
200,9.61276626586914,9.696952337705126,6.4000000000000006e-06,14954.480992816329,1.712057501040338
300,9.07608699798584,9.144481709030194,9.600000000000001e-06,8743.684943000126,1.5938556746458485
400,8.516950607299805,8.629897917224984,1.2800000000000001e-05,4998.787226523575,1.3794750078691502
500,8.035021781921387,8.16859256801058,1.6000000000000003e-05,3087.206087031998,1.0729613062705485
600,7.831968307495117,7.811802940196162,1.9200000000000003e-05,2519.884402665333,0.676080025691821
700,7.570839881896973,7.576771708914633,2.2400000000000002e-05,1940.7696145047712,0.5151276330700881
800,7.41831111907959,7.463179960645068,2.5600000000000002e-05,1666.2170878663394,0.3942612435136645
900,7.339693069458008,7.3288740629398035,2.8800000000000002e-05,1540.239294627119,0.3985446165535012
1000,7.252120018005371,7.207839259324911,3.2000000000000005e-05,1411.0932224206474,0.4030473815641893
1100,7.105984210968018,7.110386929365836,3.52e-05,1219.2414852484324,0.42834731633696216
1200,6.929098129272461,6.998425746620251,3.8400000000000005e-05,1021.5722379417255,0.4193979938268775
1300,6.788000583648682,6.8628873384765585,4.16e-05,887.1380291262635,0.42412344681544256
1400,6.74614143371582,6.781231207454549,4.4800000000000005e-05,850.7696698522215,0.5542833356764394
1500,6.684821128845215,6.629279241502501,4.8e-05,800.1675384825955,0.4882233676887703
1600,6.523044109344482,6.591265464089226,5.1200000000000004e-05,680.6471993937429,0.5572984068103548
1700,6.47264289855957,6.50085016761376,5.440000000000001e-05,647.1919312883518,0.5286639009568397
1800,6.520285606384277,6.459745365621508,5.7600000000000004e-05,678.7722193373243,0.5467501029854263
1900,6.539678573608398,6.392168141988021,6.080000000000001e-05,692.0640946176959,0.655299640305246
2000,6.340317726135254,6.303057688934948,6.400000000000001e-05,566.9764259951321,0.5809101171615142
2100,6.150353908538818,6.242251792693189,6.720000000000001e-05,468.8832992250751,0.5759530978805562
2200,6.223686695098877,6.204523869423628,7.04e-05,504.559966065052,0.5618472169514738
2300,6.060488700866699,6.1280035149130985,7.360000000000001e-05,428.5848354690262,0.6917043429034656
2400,6.174019813537598,6.077907298434168,7.680000000000001e-05,480.1121937349851,0.6865409369360562
2500,5.914327621459961,6.010384564633328,8e-05,370.30523368699306,0.6175198169162869
2600,5.903121471405029,5.988720460669685,7.999912513520899e-05,366.17870212144066,0.67434424827236
2700,6.01519775390625,5.957340131446644,7.999650057910536e-05,409.6068322590994,0.6401387133117238
2800,5.988955974578857,5.892423105297996,7.999212644649572e-05,398.99782852381753,0.5972593508459725
2900,5.9071526527404785,5.877068539757719,7.998600292871878e-05,367.65781415226166,0.7557495918487466
3000,5.926459312438965,5.798214881589442,7.997813029363704e-05,374.8250232608898,0.6370057513765367
3100,5.912727355957031,5.781277527927862,7.99685088856251e-05,369.71312089116924,0.6082875393075502
3200,5.853871822357178,5.805902253352119,7.995713912555447e-05,348.58141637531793,0.6360492337000911
3300,5.734814167022705,5.724058441749393,7.99440215107753e-05,309.45545838635286,0.7094458402041854
3400,5.693050861358643,5.685784636266633,7.992915661509459e-05,296.7977295081004,0.6158464230144728
3500,5.734066963195801,5.650495899892281,7.991254508875098e-05,309.2243184486672,0.6659282474705671
3600,5.656045913696289,5.611923941506457,7.989418765838649e-05,286.0154738412467,0.6570537021911865
3700,5.567154407501221,5.59012879155527,7.987408512701457e-05,261.6883802454443,0.6496183231547933
3800,5.551980972290039,5.5608671726524825,7.985223837398508e-05,257.7476414418291,0.6411271670985735
3900,5.5128607749938965,5.531509250723427,7.982864835494576e-05,247.85918314331377,0.63108333899574
4000,5.700311660766602,5.518521906641332,7.980331610180046e-05,298.96056072672485,0.656839128844121
4100,5.30678129196167,5.472695645241002,7.9776242722664e-05,201.6999691402057,0.6611163564801085
4200,5.52608585357666,5.437270942031075,7.974742940181371e-05,251.15891180914892,0.6605680400433819
4300,5.386899471282959,5.428143540198217,7.971687739963757e-05,218.52479170565468,0.6132953707204153
4400,5.136770725250244,5.4168696804444,7.968458805257913e-05,170.16536937431508,0.6375863752800089
4500,5.38436222076416,5.378142743657362,7.965056277307902e-05,217.97104236200371,0.6716969070701885
4600,5.342399597167969,5.395269241429975,7.961480304951321e-05,209.01365759368423,0.6831595142782214
4700,5.294714450836182,5.287932818299457,7.957731044612784e-05,199.28071340021305,0.7459865292134146
4800,5.265307903289795,5.366563203575645,7.953808660297087e-05,193.50588071302136,0.707687317780496
4900,5.287811279296875,5.299643417216772,7.949713323582023e-05,197.90978178336402,0.7026366439979406
5000,5.182339191436768,5.300706122502586,7.94544521361089e-05,178.09893160644367,0.7262166361891247
5100,5.3466105461120605,5.2776350257782525,7.941004517084643e-05,209.89565916290678,0.707213511534582
5200,5.324056625366211,5.2852742961516865,7.936391428253735e-05,205.21467480138764,0.6811515286836843
5300,5.364162921905518,5.27131638592449,7.931606148909616e-05,213.61234960243203,0.7030568697943922
5400,5.117177963256836,5.22310841088995,7.926648888375905e-05,166.86380875360467,0.6932286845240748
5500,5.212236404418945,5.202044795504759,7.921519863499239e-05,183.5039887689644,0.6563213730388188
5600,5.119721412658691,5.181189004800745,7.916219298639779e-05,167.28875859829637,0.7153960399828182
5700,5.148754119873047,5.164411627771407,7.910747425661407e-05,172.2167951198184,0.7005011095372039
5800,5.111969470977783,5.139418700192664,7.905104483921571e-05,165.99695934297435,0.6968318352489475
5900,5.3274054527282715,5.1803200761398935,7.899290720260825e-05,205.9030553098716,0.698336179074332
6000,5.217807292938232,5.1128642898464225,7.893306388992023e-05,184.52912183301763,0.7079012859400194
6100,5.076869964599609,5.092701108201057,7.887151751889205e-05,160.27161418251916,0.7165950490156546
6200,5.0672478675842285,5.121150140760009,7.880827078176133e-05,158.73686077633963,0.7226641219800887
6300,4.988129615783691,5.107461806220507,7.874332644514525e-05,146.66185278479463,0.6973921988764137
6400,5.075902462005615,5.069261106398231,7.867668734991948e-05,160.11662596789367,0.7079146605788512
6500,4.958723545074463,5.021600906847348,7.860835641109395e-05,142.41189746114037,0.7299732285163324
6600,5.20027494430542,5.0766140479169595,7.853833661768526e-05,181.322088497994,0.6993686755756554
6700,4.798517227172852,4.969319901821876,7.846663103258601e-05,121.33037868475441,0.6935084275482836
6800,5.191508769989014,5.064014271132015,7.83932427924308e-05,179.73953407116815,0.7441944096839408
6900,4.946401596069336,5.030439782099769,7.8318175107459e-05,140.66787228383484,0.7270850227511195
7000,4.990053653717041,4.958590934073432,7.824143126137431e-05,146.94430739248233,0.7910698631478038
7100,5.054805278778076,4.994002730979103,7.81630146112012e-05,156.77400014695152,0.7580671168524891
7200,5.209531307220459,5.014729185601836,7.808292858713797e-05,183.00826343792775,0.7220332467637145
7300,4.90645170211792,4.955448765687979,7.800117669240675e-05,135.1589782310028,0.7171642709488946
7400,4.894942760467529,4.935572021378364,7.791776250310028e-05,133.61235848672914,0.7260004240091349
7500,5.109938144683838,4.946865536637899,7.783268966802539e-05,165.66010759847777,0.7302330269483092
7600,4.696305274963379,4.902325168985793,7.774596190854351e-05,109.54169740202991,0.7380327587178864
7700,5.003182411193848,4.955807818144009,7.76575830184078e-05,148.88622314431407,0.7713955784284102
7800,5.011480331420898,4.938309027799162,7.75675568635972e-05,150.12680917039137,0.7737260628752579
7900,4.8836283683776855,4.907006760585894,7.747588738214738e-05,132.10913593570913,0.7321648252303862
8000,4.92567253112793,4.938523228036508,7.738257858397844e-05,137.78197315639432,0.7703752416268047
8100,4.926167964935303,4.872099231197988,7.728763455071947e-05,137.85025191634895,0.7165036316384743
8200,4.98222017288208,4.897747340696431,7.719105943553007e-05,145.79771873008397,0.7577159877120795
8300,4.990255832672119,4.875553303244503,7.709285746291862e-05,146.97401944248003,0.7500247167452837
8400,4.906490802764893,4.864535799839798,7.699303292855756e-05,135.16426313781676,0.7329053535614638
8500,4.723435401916504,4.847418720544077,7.68915901990954e-05,112.55425836070759,0.7671239934367
8600,4.724006175994873,4.856972399433069,7.678853371196575e-05,112.61851975141336,0.7427922995940068
8700,4.888171195983887,4.852847925641611,7.668386797519321e-05,132.71065021884675,0.7400296846554896
8800,4.845325946807861,4.837947250954983,7.657759756719617e-05,127.14471765531543,0.7698646592363346
8900,4.574270248413086,4.791864476328924,7.64697271365866e-05,96.95725860064346,0.739252831592355
9000,4.751716613769531,4.854585234915836,7.636026140196651e-05,115.78286849877348,0.7473301614784555
9100,4.798664569854736,4.828856928627599,7.624920515172179e-05,121.34825714524173,0.7644382234561709
9200,4.625758647918701,4.767283963993084,7.61365632438126e-05,102.08018663530298,0.7169324669018398
9300,4.885786056518555,4.8140115173988,7.60223406055609e-05,132.39449399776146,0.7989417154853936
9400,4.736700057983398,4.746908901697216,7.590654223343488e-05,114.0571978374275,0.7510190858290312
9500,4.60044527053833,4.750531010633018,7.578917319283055e-05,99.52862294035035,0.7813985502849062
9600,4.705254077911377,4.767778862053454,7.56702386178499e-05,110.52636368786493,0.75467141687318
9700,4.984317302703857,4.799730720953498,7.554974371107655e-05,146.10379630400772,0.7726955410111784
9800,4.934932231903076,4.747913831614756,7.54276937433481e-05,139.06371812921637,0.7761272155902144
9900,4.682097434997559,4.760644703969623,7.530409405352549e-05,107.99635051198293,0.8015840233595456
10000,4.869034290313721,4.724013435856307,7.517895004825956e-05,130.195125473461,0.7699355523537068
10100,4.8373894691467285,4.733322946673169,7.505226720175455e-05,126.13963014686394,0.8206737667229232
10200,4.6864166259765625,4.756121168638765,7.492405105552853e-05,108.46381618490825,0.769543477379895
10300,4.774552345275879,4.726729586099123,7.47943072181711e-05,118.45727479117711,0.7759135626109046
10400,4.83217716217041,4.694276698097496,7.466304136509802e-05,125.48386218927517,0.8015112685454321
10500,4.769311904907227,4.645192340344668,7.453025923830296e-05,117.83813021843024,0.7670141506524036
10600,4.70438289642334,4.704444745368071,7.439596664610628e-05,110.43011709609178,0.7930153690460812
10700,4.687980651855469,4.688967955415495,7.426016946290104e-05,108.63358913037862,0.7521133470102754
10800,4.7341814041137695,4.690420176910107,7.412287362889592e-05,113.77028869881146,0.7973097660111866
10900,4.658949375152588,4.689007355172924,7.398408514985548e-05,105.5251565447679,0.8247026754141177
11000,4.626646041870117,4.6621513514944075,7.384381009683742e-05,102.17081217981553,0.8105768379843206
11100,4.8381805419921875,4.671775655289971,7.370205460592699e-05,126.23945526227256,0.7550870733944677
11200,4.446505069732666,4.641878536170355,7.355882487796859e-05,85.32820614198148,0.7594444873972611
11300,4.776082515716553,4.666706044905523,7.341412717829449e-05,118.6386733615163,0.7687342301681578
11400,4.526714324951172,4.60212832534655,7.326796783645088e-05,92.45428673944372,0.8028946232894028
11500,4.694482326507568,4.650434779617301,7.312035324592081e-05,109.34219043461225,0.7738237429167016
11600,4.58045768737793,4.610687550445676,7.297128986384471e-05,97.55903552955468,0.7829399748797787
11700,4.511993408203125,4.58521934393702,7.28207842107378e-05,91.10324357642175,0.7959094382861905
11800,4.75443172454834,4.582629162832074,7.26688428702049e-05,116.09765896514833,0.7918905868480732
11900,4.593235969543457,4.573258246362114,7.251547248865248e-05,98.81367138701341,0.8082664771367869
12000,4.632578372955322,4.559068934593398,7.236067977499791e-05,102.77872465110418,0.7561915040757422
12100,4.612020015716553,4.6019025151712,7.22044715003759e-05,100.68733434698304,0.8605433807787668
12200,4.650632381439209,4.575908964623112,7.204685449784243e-05,104.65114409731844,0.7899622210310049
12300,4.492281436920166,4.562869620053689,7.188783566207583e-05,89.32500294868017,0.786746332553256
12400,4.688955307006836,4.596368562085945,7.172742194907513e-05,108.73952103278738,0.8408704127075626
12500,4.497804641723633,4.619048704063624,7.156562037585576e-05,89.81972821084335,0.7671262596293146
12600,4.608870506286621,4.585007538264708,7.140243802014272e-05,100.37071749358624,0.7845477444469174
12700,4.650478839874268,4.60115595228979,7.123788202006088e-05,104.6350770303937,0.8219503704038139
12800,4.508722305297852,4.557530430889646,7.10719595738228e-05,90.80572236821588,0.8142803532320165
12900,4.588232517242432,4.56287396125432,7.090467793941375e-05,98.3204967123857,0.8319125950604355
13000,4.563988208770752,4.523686022292953,7.073604443427437e-05,95.9654478805356,0.781471713089223
13100,4.505157947540283,4.523425592017729,7.056606643498046e-05,90.48263442982069,0.8039987887435414
13200,4.547698974609375,4.5360075976150975,7.039475137692036e-05,94.41490707452107,0.7794222929847214
13300,4.434134483337402,4.531609437611946,7.022210675396968e-05,84.27914830445464,0.8117873252954558
13400,4.585478782653809,4.541569418073736,7.004814011816355e-05,98.05012060269716,0.8219001698740035
13500,4.515279293060303,4.53795001925712,6.987285907936617e-05,91.40309070671334,0.7792352445405035
13600,4.41031551361084,4.5294751372983075,6.9696271304938e-05,82.29542473503922,0.7788615989732917
13700,4.515038013458252,4.526576437952961,6.951838451940039e-05,91.38103966570159,0.7748718120544302
13800,4.660236835479736,4.523533760469043,6.93392065040976e-05,105.66110349170752,0.798770230479019
13900,4.691594123840332,4.546003103389015,6.915874509685646e-05,109.02684364049453,0.8113853122193937
14000,4.657293319702148,4.527979663289916,6.897700819164357e-05,105.35054565667608,0.7942749891517689
14100,4.322579383850098,4.49441010519161,6.879400373821986e-05,75.38281896402601,0.7913995509710234
14200,4.728918075561523,4.471816957283963,6.860973974179303e-05,113.17305139673088,0.8559119709975519
14300,4.496465682983398,4.509186603167922,6.842422426266717e-05,89.69954377966292,0.8136583345602414
14400,4.486578941345215,4.47596894313086,6.823746541589036e-05,88.81707711345959,0.8540850749051248
14500,4.6500244140625,4.5230020317633475,6.804947137089956e-05,104.58753895265764,0.7989145541470569
14600,4.365998268127441,4.502238891255247,6.786025035116328e-05,78.72795233263187,0.7585285895623645
14700,4.630525588989258,4.477835365687959,6.766981063382197e-05,102.5679585357516,0.8439611550865609
14800,4.272480487823486,4.450116956373754,6.747816054932578e-05,71.69926437739794,0.804827477395789
14900,4.609615802764893,4.445271841808715,6.728530848107027e-05,100.44555131908511,0.8492505834101901
15000,4.490464210510254,4.4594654637425535,6.709126286502965e-05,89.16282659446306,0.8354034199107092
15100,4.308562278747559,4.440352799152818,6.689603218938778e-05,74.33354116631973,0.8306889482322737
15200,4.321105003356934,4.386406772072939,6.669962499416691e-05,75.27175789947799,0.8236677215138144
15300,4.426759719848633,4.412667660141879,6.6502049870854e-05,83.65989574586595,0.793410383185
15400,4.428568363189697,4.447567386719447,6.630331546202498e-05,83.8113435754906,0.8310597492260564
15500,4.307323932647705,4.4045049266896745,6.610343046096674e-05,74.24154748729097,0.8644913226861107
15600,4.564237117767334,4.470673708068765,6.590240361129676e-05,95.98933751692347,0.8253795559121592
15700,4.484795093536377,4.418096845465187,6.570024370658067e-05,88.65878219406194,0.8077133871903127
15800,4.296553134918213,4.389202411199859,6.54969595899476e-05,73.44619776072953,0.805634599527837
15900,4.325855731964111,4.40890873249823,6.529256015370337e-05,75.63020435980968,0.7940106716115656
16000,4.609659194946289,4.45584993792931,6.508705433894149e-05,100.44990996523332,0.796984928606644
16100,4.476955890655518,4.387413467959588,6.488045113515204e-05,87.96648508732297,0.8140042322179439
16200,4.337358474731445,4.395847347831794,6.467275957982845e-05,76.50518181876048,0.7922191330421848
16300,4.6213579177856445,4.3953564011277155,6.446398875807217e-05,101.63194629776994,0.815693664750688
16400,4.3112287521362305,4.399675835737657,6.42541478021953e-05,74.5320140694863,0.8317403239077608
16500,4.307653427124023,4.365172620377535,6.404324589132101e-05,74.26601369762058,0.8408457419786366
16600,4.478368759155273,4.42496129437423,6.383129225098211e-05,88.09085800373559,0.8394069013923927
16700,4.2374396324157715,4.376816231117858,6.361829615271749e-05,69.23036953174595,0.8657762023246067
16800,4.2365570068359375,4.405718465777711,6.340426691366647e-05,69.16929199495912,0.806084465962049
16900,4.485441207885742,4.37085919946197,6.318921389616133e-05,88.71608441533502,0.8608634039650129
17000,4.391307830810547,4.386844608784193,6.297314650731775e-05,80.7459519996199,0.8371541705351235
17100,4.349559783935547,4.376607650651297,6.275607419862326e-05,77.44436316741331,0.8245782944145799
17200,4.36061954498291,4.342787648760907,6.253800646552387e-05,78.30563326014729,0.8637514362153941
17300,4.378951072692871,4.359488618205446,6.231895284700866e-05,79.75433301718397,0.8435113988133278
17400,4.3362603187561035,4.326051012527805,6.209892292519254e-05,76.42121330989994,0.7817712560423307
17500,4.393099308013916,4.397245325748961,6.187792632489708e-05,80.89073618195017,0.8226973619879488
17600,4.2743353843688965,4.32129777924605,6.165597271322952e-05,71.83238251722122,0.7918845470609707
17700,4.421148777008057,4.351354560487394,6.143307179915987e-05,83.19179931203126,0.828399303423126
17800,4.344348430633545,4.3619897391622136,6.12092333330962e-05,77.04182303015793,0.8304141569949205
17900,4.397577285766602,4.308978524763671,6.098446710645816e-05,81.25377533294522,0.8307315919603833
18000,4.583721160888672,4.3555223285844775,6.075878295124861e-05,97.87793693785635,0.8770647787140086
18100,4.348840713500977,4.339682127677712,6.053219073962366e-05,77.38869523251721,0.8290257147233452
18200,4.353209972381592,4.374388322865039,6.0304700383460684e-05,77.72756624491218,0.8758660403067964
18300,4.536518096923828,4.386882349740581,6.007632183392481e-05,93.36514511292403,0.903679278776629
18400,4.28908634185791,4.307845967143052,5.9847065081033686e-05,72.89983253746874,0.8286098240185532
18500,4.417557716369629,4.3347141962113,5.9616940153220336e-05,82.89358828349545,0.8612308974162872
18600,4.3575119972229,4.323250726510835,5.938595711689461e-05,78.0626724665682,0.8058485788357078
18700,4.2044548988342285,4.304452560300186,5.9154126076002784e-05,66.9840746156692,0.8355976721315511
18800,4.283693313598633,4.331246000278251,5.892145717158564e-05,72.50773991412257,0.8453042576448326
18900,4.3944244384765625,4.347914265265963,5.868796058133479e-05,80.99799801287487,0.8474109668123304
19000,4.479869365692139,4.311839891218164,5.845364651914752e-05,88.22314695310091,0.8347979227518314
19100,4.294566631317139,4.279636964832256,5.821852523467997e-05,73.30044144504754,0.8601819713058135
19200,4.169654846191406,4.248652715508257,5.798260701289882e-05,64.69311917700301,0.8842429541019472
19300,4.170882225036621,4.281685935821526,5.774590217363137e-05,64.77257089161446,0.8485876827917992
19400,4.22010612487793,4.302255554734272,5.750842107111408e-05,68.04070471776178,0.8543914559540515
19500,4.4005889892578125,4.314935343054514,5.727017409353971e-05,81.49885648241849,0.8543235834670417
19600,4.326273441314697,4.291825723451554,5.703117166260291e-05,75.66180240229696,0.8149223959859846
19700,4.247203350067139,4.289071898765096,5.6791424233044234e-05,69.90962595056892,0.8157400847668523
19800,4.589484214782715,4.336334483294016,5.655094229219293e-05,98.44364129008449,0.8755274680338339
19900,4.280699729919434,4.29513089879748,5.630973635950815e-05,72.29100649397014,0.8885044513001215
20000,4.229249000549316,4.236397880847075,5.606781698611879e-05,68.66564494364678,0.8337993546485402
20100,4.335227966308594,4.262009995802341,5.582519475436194e-05,76.34236039230217,0.9300039656363446
20200,4.110348224639893,4.241344332369282,5.558188027732001e-05,60.967944414041156,0.8364396244070132
20300,4.200600624084473,4.2515338273505545,5.533788419835647e-05,66.72639648838532,0.8308866425886459
20400,4.312311172485352,4.260827968376536,5.509321719065024e-05,74.61273271604782,0.8333981062553739
20500,4.037182331085205,4.236216277304173,5.4847889956728834e-05,56.66645035358587,0.859562220884002
20600,4.560842037200928,4.280614184764058,5.4601913228000235e-05,95.66399857100745,0.8791288606101022
20700,4.310675621032715,4.291156869959913,5.435529776428341e-05,74.49079949387945,0.8680552151450348
20800,4.338761806488037,4.275185037796367,5.410805435333766e-05,76.61261933755982,0.8714553274661434
20900,4.250308513641357,4.264625415418906,5.3860193810390726e-05,70.12704415941288,0.843284267283991
21000,4.300065994262695,4.239313652632552,5.361172697766573e-05,73.70465762363557,0.8648925688582842
21100,4.173349380493164,4.259499216801792,5.3362664723906854e-05,64.9325721861988,0.829059391776337
21200,4.170031547546387,4.237454174609937,5.311301794390391e-05,64.71749375333462,0.8503556147083889
21300,4.048575401306152,4.189969676934261,5.286279755801582e-05,57.31574691899788,0.8065553212204694
21400,4.160170555114746,4.200484883312546,5.261201451169287e-05,64.08245125776837,0.8388923361184002
21500,4.247191429138184,4.2086853831043145,5.23606797749979e-05,69.90879256785205,0.8727758409438104
21600,4.146024703979492,4.203607607312442,5.210880434212653e-05,63.182331928732694,0.8573507965232086
21700,4.051403045654297,4.181019909481547,5.1856399230926156e-05,57.47804481906428,0.8209080204038334
21800,4.44588565826416,4.266631235278667,5.160347548241401e-05,85.27536923809156,0.8483526096045748
21900,4.20197868347168,4.184844969884288,5.13500441602942e-05,66.81841281285855,0.8388042514057018
22000,4.2389702796936035,4.211367705327586,5.109611635047379e-05,69.33641794906877,0.8511814497663539
22100,4.294652462005615,4.219180066767152,5.084170316057778e-05,73.3067331424089,0.8754312053337056
22200,4.338947296142578,4.213866854024958,5.058681571946327e-05,76.6268315039184,0.8603802603624129
22300,4.125547409057617,4.151281135574397,5.033146517673267e-05,61.90168552076916,0.8373285967643675
22400,4.014593124389648,4.2395753842114425,5.007566270224593e-05,55.40074960232842,0.8234232322106958
22500,4.228478908538818,4.171540633550326,4.981941948563197e-05,68.61278643464999,0.8593018539486456
22600,4.377170562744141,4.232719100475985,4.9562746735799196e-05,79.61245597801411,0.8528560705185324
22700,4.331380367279053,4.20116692652496,4.930565568044522e-05,76.04918996334779,0.8544095119333979
22800,4.347921371459961,4.218899929013941,4.904815756556562e-05,77.31758124553832,0.8779835997587231
22900,4.261720657348633,4.189626472545992,4.8790263654962126e-05,70.93192805501404,0.8825070623485601
23000,4.203941345214844,4.185362627116137,4.853198522974988e-05,66.94968353329745,1.0129556802525987
23100,4.132768630981445,4.16780570770289,4.827333358786387e-05,62.35030918540078,0.8681078067213673
23200,4.224635601043701,4.184365271201437,4.8014320043564856e-05,68.34959248988513,0.8704849184278398
23300,4.05321741104126,4.1765825304233175,4.7754955926944336e-05,57.5824256579504,0.8314575333532006
23400,4.281585693359375,4.221944355501277,4.7495252583429e-05,72.35508206287484,0.8885339378989866
23500,4.267638206481934,4.195318077272601,4.7235221373284407e-05,71.35291560316004,0.8550858280337841
23600,4.229348182678223,4.221393281969917,4.697487367111807e-05,68.6724556862414,0.8183368236157647
23700,4.450623512268066,4.2275844143738155,4.671422086538191e-05,85.68035010021141,0.8922931893166909
23800,3.997511148452759,4.189874391830024,4.645327435787405e-05,54.46243230365553,0.8588040054219526
23900,4.259269714355469,4.187263639459024,4.6192045563240065e-05,70.75829081736313,0.8507671793477614
24000,4.40807580947876,4.199592449602974,4.593054590847368e-05,82.11131358642169,0.8903749190052752
24100,4.051395416259766,4.197944562938457,4.5668786832416974e-05,57.4776062980563,0.83215152237404
24200,4.067813873291016,4.14814278727759,4.540677978525988e-05,58.42908947631695,0.8253450757110752
24300,4.221298694610596,4.169253700569877,4.514453622803945e-05,68.12189640655002,0.8720812538182551
24400,4.1235127449035645,4.18844706059962,4.488206763213841e-05,61.775864425407676,0.8554541138835701
24500,4.309659481048584,4.219209500301198,4.4619385478783456e-05,74.41514485842359,0.8698149187107017
24600,4.206453323364258,4.181988586999417,4.4356501258542906e-05,67.11807107981777,0.888747579810196
24700,4.273227214813232,4.196877095701125,4.4093426470824204e-05,71.75282414802788,0.8666554668408553
24800,4.408530235290527,4.1879600760071165,4.383017262337081e-05,82.14863556614671,0.8492069304933763
24900,4.147928237915039,4.184084261372359,4.356675123175883e-05,63.30271618309233,0.8588556820689589
25000,4.06895112991333,4.133166103844406,4.33031738188933e-05,58.49557614429553,0.884286227701643
25100,4.126769542694092,4.170579165413049,4.303945191450413e-05,61.9773839001444,0.8624464150875398
